id,object_img
486,1111
813,1810
2980,901
13,1111
2467,635
2526,1726
297,76
2981,1212
2055,2436
45,2582
1462,-241
103,1748
1719,2602
180,2634
1300,2101
359,667
2936,839
613,1728
2776,583
352,1770
1273,1301
1374,1432
1790,2741
279,2828
1979,2826
2550,2449
2770,2802
656,591
2393,2802
2179,2193
1433,841
30,35
2940,974
2233,2912
2792,1336
1212,923
1037,848
1661,754
2570,784
1928,1073
1175,797
2405,2064
1290,834
2059,9832075077
810,2938
2096,2005
786,1132
1058,1249
2724,899
247,1699
1231,3048
2890,748
2253,2263
487,2178
1627,2853
1526,2302
1980,2759
999,979
671,2743
2178,2331
1554,759
2113,638
678,2808
522,1339
1180,990
1033,620
292,-209
2180,2285
457,427
790,3686
946,1394
531,1132
1386,3066
865,1743
238,858
2862,1835
2591,1242
2235,1071
679,2055
1840,442
2666,1234
1689,282
2984,2329
2044,595
728,2507
870,827
1303,988
908,528
1747,875
2424,347
1652,2591
267,2212
1785,1146
730,2533
694,2103
2650,1112
425,1765
189,122499578863
1221,1335
1408,2345
70,83
1270,3226
211,2332
2680,866
2882,199057194626
284,-87705940179
81,9832077137
1966,1865
1360,1490
2296,2254
1211,2299
1812,970
2649,1404
1707,1967
2111,2421
2285,822
2173,2379
1555,2284
289,149571896025
2888,1686
1613,1071
913,2236
2032,771
421,2345
2502,3149
444,54
2951,1085
1957,2895
2580,1389
176,60
1564,1097
1090,1036
686,1897
234,1512
1019,676
2918,629
2967,2734
1126,658
204,2095
1989,2049
232,2914
846,1835
1557,1057
2440,1556
1848,-121401704
1160,2505
930,1059
2677,1111
848,2912
2995,1211
77,30
1396,1086
2019,933
612,2761
1357,882
158,886
1098,2799
1240,475
784,282
1718,1804
2562,-105
2047,846
2452,1281
1588,442
153,73
818,705
441,1445
599,1069
2658,2748
1351,2128
1905,1199
1903,1199
1883,2679
315,509
2722,996
88,2814
2971,2815
446,569
2130,1037
1565,1284
768,2802
760,3185
1757,2460
2630,864
1498,-100
2336,944
1089,1863
595,322
1048,2090
273,2107
622,848
509,1586
1371,290
2718,1814
2822,1089
1024,1847
195,2398
1489,2813
1643,1307
171,2081
323,2673
1587,1195
142,151
512,1457
169,800
1591,969
1570,917
2406,662
2290,1198
2093,1348
1656,1736
1937,996
2892,2168
2352,2156
2348,847
1101,1741
602,2389
1114,828
1074,2226
1503,1152
2190,2896
1534,820
109,818
1869,2251
60,2418
481,753
2893,741
465,2580
140,2220
2276,636
933,1092
1193,2852
2872,2378
2349,2059
1850,2058
1815,2557
573,1599
2065,934
354,1016
2530,1204
696,2033
2669,1049
1962,2501
2422,1596
94,310
943,923
135,465
2417,802
2175,1966
2623,1571
1510,2104
766,865
239,973
1657,2853
2137,943
463,2150
1615,-68
880,880
1740,1415
2534,1459
1035,2449
252,-25
2960,1159
2504,1194
912,-427
1254,-412353999335
1981,1954
795,2034
1463,1030
197,1653
811,596
1629,2973
566,1781
1792,30
53,971
965,1807
652,1516
1375,2199
1972,2819
1150,1147
2921,2914
2205,2673
2304,2135
1836,1036
1209,1852
1229,663
554,1345
2954,1070
820,1133
1481,2698
2172,748
2568,688
411,731
627,898
1692,963
1353,30
2625,1588
2719,761
1358,1102
423,1064
2435,1655
2469,231
1103,2462
2454,1022
2051,1732
808,1068
791,951
1418,1122
2031,2879
1621,2827
417,2781
1988,1189
2907,1817
2639,1553
1602,1625
193,995
1546,2679
534,2196
290,2315
2842,2567
257,1702
743,1718
747,630
2922,1141
222,971
2705,2462
773,2443
600,1636
1205,2299
1753,2462
2470,1336
1111,1996
1676,626
2488,2062
50,1149
1377,1139
2403,710
1801,29
1609,2825
556,1653
2223,651
2702,1289
2757,1078
2556,2038
1963,2119
1062,1807
1576,-632
2046,25515675653
2453,2299
765,658
2933,1876
1638,519
2956,934
480,500
2929,2876
74,2506
333,409
52,634
248,740
2704,499
2928,495
174,2339
2418,2493
150,2813
499,1892
1581,1996
2595,-53
1560,2050
8,633
255,2156
472,1829
2723,2255
2667,1185
1504,2919
416,905
2371,1667
2363,1983
2758,2161
2409,1908
1411,2512
2699,1913
2261,2078
1519,2206
839,1120
1054,1947
1733,865
240,3269
757,875
68,1917
366,1083
1544,2481
185,1200
2806,2875
843,2869
2212,761
966,1832
2611,46812
857,2912
1799,-350
2528,795
228,2109
1136,1165
332,-502146651559
2592,-25
2708,1118
299,12323793289
97,324
341,485
1879,1230
1045,-64
651,1022
1091,1613
2772,1359
2226,2721
1826,943
1619,2262
1413,1006
462,233
1584,2177
2814,1879
1414,1764
2886,661
803,1828
1094,1012
2711,1202
2315,1096
1567,1900
2437,1786
2942,2574
1715,1034
1476,866
706,849
1214,2939
1473,2062
555,2748
200,2736
1730,2619
565,1133
1873,1641
367,956
2448,2798
2114,1233
868,769
812,1169
2009,1338
1072,1097
2733,1062
1738,1012
950,666
1107,1772
1776,151
125,1992
1772,2693
2899,221695
1118,1646
618,227
403,1890
2331,2316
105,1328
1092,360
2635,789
394,311
2471,2838
2593,820
2664,-600
2516,860
1921,2872
1731,1069
2644,1912
1289,1284
1763,1064
1341,-99
1232,1454
2310,931
44,2906
264,879
1274,2045
101,2156
2248,858
167,880
2742,1997
545,1617
1115,2679
163,-22
2786,2664
1128,1213
1559,763
230,1132
1272,825
1831,2709
415,713
1612,2821
213,2763
2721,613
1749,428
1545,713
439,878
2274,690
1230,936
483,493
57,515
1427,667
2672,1028
2316,122499579573
1222,248
2982,1152
1018,122499580712
409,853
1174,1069
2150,2787
440,2018
2375,1098
2413,2813
2587,951
71,1614
2988,122499579801
574,1920
1865,2955
219,2158
2536,622
2820,2345
2998,2649
2983,1936
2840,1013
745,2592
2547,2203
569,1783
2617,1837
1000,6899867
2429,2802
1499,2045
1345,2031
544,1415
2688,515
322,2699
1076,2449
2846,517
2785,1033
2132,2496
2168,2470
1135,1872
2736,1111
2990,1191
2857,844
2618,2649
2438,2195
979,505
621,888
1028,1830
1129,2371
1,1523
1939,1130
1469,1785
2795,1190
1923,498
433,831
2636,2929
1430,1488
2307,2452
543,-209
597,2748
1407,660
46,2508
1447,213
1406,19
1917,2081
2713,779
1578,1833
2006,1001
437,884
2810,827
2026,15
1601,1035
