id,object_img
486,837
813,6194
2980,189
13,893
2467,815
2526,836
297,806
2981,9428
2055,6842
45,7912
1462,354
103,2451
1719,1294
180,847
1300,3771
359,407
2936,2491
613,310
2776,23
352,8332
1273,314
1374,2636
1790,913
279,2415
1979,1156
2550,1859
2770,1723
656,113
2393,2384
2179,3856
1433,3251
30,402
2940,3015
2233,2541
2792,1068
1212,1736
1037,1402
1661,2956
2570,4156
1928,3353
1175,632
2405,163
1290,5828
2059,2690
810,2180
2096,4624
786,903
1058,1494
2724,137
247,15207
1231,3094
2890,2501
2253,2052
487,7515
1627,3267
1526,901
1980,2459
999,307
671,2544
2178,1387
1554,161
2113,1596
678,2394
522,1337
1180,2387
1033,2970
292,3170
2180,4324
457,1283
790,6503
946,1055
531,637
1386,5587
865,1805
238,825
2862,1381
2591,498
2235,1648
679,7551
1840,158
2666,161
1689,1717
2984,17114
2044,1384
728,2227
870,177
1303,983
908,822
1747,17
2424,209
1652,195
267,4736
1785,278
730,6840
694,9255
2650,2204
425,1660
189,3712
1221,1021
1408,1805
70,562
1270,15287
211,1887
2680,1687
2882,3341
284,5728
81,4341
1966,1354
1360,2263
2296,2531
1211,1916
1812,5219
2649,6863
1707,14329
2111,11019
2285,4476
2173,7507
1555,4758
289,5014
2888,3356
1613,5254
913,13899
2032,4790
421,1936
2502,8402
444,7175
2951,5187
1957,2738
2580,888
176,673
1564,7362
1090,1854
686,1722
234,3714
1019,162
2918,72
2967,6822
1126,455
204,3132
1989,9065
232,3141
846,6438
1557,58
2440,3473
1848,1867
1160,4261
930,85
2677,18
848,2288
2995,1278
77,356
1396,2805
2019,659
612,1592
1357,8409
158,189
1098,1532
1240,1697
784,4579
1718,1412
2562,1035
2047,4157
2452,2135
1588,2611
153,761
818,5322
441,1126
599,797
2658,2836
1351,3587
1905,876
1903,54
1883,2237
315,926
2722,1443
88,1370
2971,980
446,1261
2130,980
1565,6034
768,2382
760,7242
1757,5134
2630,1964
1498,3749
2336,274
1089,14385
595,3001
1048,3786
273,633
622,2164
509,2546
1371,4998
2718,1426
2822,5999
1024,1295
195,6034
1489,3075
1643,888
171,1881
323,2276
1587,2279
142,630
512,4172
169,2674
1591,699
1570,518
2406,4017
2290,1115
2093,37
1656,906
1937,1097
2892,1494
2352,5721
2348,156
1101,1321
602,4040
1114,7757
1074,4929
1503,1402
2190,1925
1534,151
109,170
1869,1567
60,11227
481,3623
2893,131
465,1160
140,3252
2276,6540
933,1058
1193,2514
2872,5721
2349,3065
1850,1652
1815,7592
573,696
2065,2599
354,5069
2530,930
696,9991
2669,1620
1962,5554
2422,2390
94,12702
943,9552
135,5329
2417,4845
2175,1718
2623,2951
1510,737
766,22
239,256
1657,2515
2137,1583
463,1719
1615,357
880,748
1740,2476
2534,2538
1035,1923
252,1585
2960,1685
2504,781
912,2
1254,23025
1981,2067
795,7176
1463,6192
197,1874
811,962
1629,77
566,2433
1792,291
53,3945
965,2386
652,5487
1375,226
1972,2949
1150,1782
2921,2501
2205,2268
2304,11679
1836,1067
1209,1531
1229,5010
554,11975
2954,1031
820,692
1481,2630
2172,5120
2568,1566
411,3112
627,797
1692,6446
1353,340
2625,17218
2719,7822
1358,694
423,1107
2435,4195
2469,2867
1103,1164
2454,1402
2051,8409
808,91
791,3843
1418,683
2031,4340
1621,532
417,4211
1988,687
2907,6940
2639,4546
1602,644
193,644
1546,2280
534,2293
290,533
2842,4039
257,11685
743,2453
747,314
2922,2254
222,5006
2705,1867
773,8045
600,1411
1205,1549
1753,1951
2470,1015
1111,1456
1676,956
2488,3588
50,4664
1377,4513
2403,166
1801,2076
1609,2495
556,1705
2223,3060
2702,857
2757,1437
2556,6586
1963,610
1062,10314
1576,8432
2046,9210
2453,1859
765,511
2933,16712
1638,523
2956,3339
480,988
2929,2010
74,2828
333,2939
52,435
248,839
2704,8115
2928,5966
174,6395
2418,11849
150,2443
499,1447
1581,2177
2595,1467
1560,5233
8,3796
255,1916
472,1427
2723,3231
2667,2635
1504,1814
416,212
2371,3774
2363,887
2758,14097
2409,6717
1411,8641
2699,1153
2261,5094
1519,13972
839,2760
1054,4406
1733,892
240,10709
757,207
68,2904
366,331
1544,14162
185,2809
2806,2647
843,2366
2212,2741
966,8076
2611,7247
857,2467
1799,3323
2528,4875
228,2943
1136,599
332,289
2592,4949
2708,863
299,1220
97,8828
341,2064
1879,7456
1045,2640
651,8201
1091,5225
2772,8115
2226,2611
1826,699
1619,3910
1413,4741
462,177
1584,2708
2814,1303
1414,3101
2886,1812
803,3312
1094,94
2711,8489
2315,3123
1567,2053
2437,548
2942,6425
1715,3876
1476,2497
706,798
1214,5089
1473,226
555,2834
200,2732
1730,4784
565,814
1873,5394
367,6518
2448,889
2114,183
868,11193
812,1740
2009,6503
1072,1522
2733,2751
1738,1638
950,3804
1107,1180
1776,711
125,7015
1772,10767
2899,5055
1118,7231
618,3589
403,12159
2331,14467
105,393
1092,3425
2635,3058
394,584
2471,1540
2593,3010
2664,990
2516,419
1921,2229
1731,3686
2644,391
1289,1233
1763,6944
1341,2024
1232,199
2310,3430
44,2608
264,939
1274,8482
101,3014
2248,1804
167,387
2742,435
545,994
1115,2286
163,7787
2786,8886
1128,1089
1559,137
230,423
1272,316
1831,2268
415,610
1612,2317
213,3189
2721,4450
1749,2241
1545,953
439,1466
2274,30
1230,917
483,554
57,853
1427,1122
2672,5919
2316,4536
1222,149
2982,3686
1018,1176
409,1743
1174,985
2150,2323
440,1607
2375,11587
2413,2401
2587,2656
71,6713
2988,3711
574,342
1865,2536
219,2900
2536,4849
2820,1908
2998,5350
2983,3574
2840,4185
745,13133
2547,5178
569,7388
2617,1467
1000,9845
2429,2404
1499,2734
1345,7274
544,982
2688,3022
322,1413
1076,1903
2846,1095
2785,2458
2132,269
2168,11054
1135,4025
2736,880
2990,2320
2857,676
2618,947
2438,1953
979,6274
621,955
1028,1623
1129,3909
1,2549
1939,1347
1469,2069
2795,892
1923,778
433,2203
2636,2481
1430,9901
2307,4803
543,3127
597,2369
1407,580
46,12637
1447,4578
1406,3092
1917,14283
2713,906
1578,9479
2006,3289
437,2136
2810,6901
2026,1685
1601,245
830,1667
1726,1953
496,265
2357,6372
1592,7924
2578,5139
1104,414
2852,11315
1006,4887
2382,256
2234,4726
875,333
890,569
1597,2322
2419,528
175,114
1344,6920
681,463
749,498
882,2716
1695,1415
1511,4241
1242,2512
2755,4289
2968,15566
1085,4341
2288,7099
209,2591
1296,3797
1026,815
2746,14515
1362,1654
523,2537
2765,6708
788,84
1030,13673
2087,2528
382,271
253,1031
1287,3082
510,1862
1926,9492
991,1576
1508,2355
959,2141
643,4257
2133,3033
2305,2055
2162,5276
1742,329
2324,1048
1271,5725
434,6656
1512,1500
1265,12365
1393,2442
33,187
598,865
2458,6760
1477,5035
1964,8834
58,584
2837,795
558,1662
1538,2972
2563,2749
663,3800
178,3041
461,1325
1566,1416
1838,323
2224,1451
2116,1433
319,2368
89,5530
2955,72
431,2603
1780,1245
614,3518
806,7441
260,79
121,2067
1645,4727
1443,922
1765,733
1818,8734
2541,842
1038,869
179,728
1468,8782
927,8811
196,185
1663,6035
677,494
548,16
2600,15073
316,8678
2094,342
1106,368
1422,2663
1748,6347
458,8605
15,1210
970,919
2717,3155
1743,4421
436,2475
2064,2518
1436,4409
941,7336
412,773
280,2310
2824,2933
1079,8378
953,4651
2021,1144
1675,5138
860,4147
1951,2352
2565,2045
2391,752
2191,786
2407,265
1147,1019
2510,179
2125,8425
2420,2251
1337,4348
1704,2334
708,991
262,516
2041,1202
904,1460
424,2465
1100,5692
2017,2573
2341,907
611,1866
1685,3398
568,2470
2239,10264
701,293
2775,5049
1862,155
2067,2335
1252,683
1261,2057
2476,217
2229,2493
310,1330
533,467
2784,3489
631,730
2472,2499
2481,1744
1908,1229
1727,1800
2662,2768
164,5259
2045,2325
355,2075
963,7279
1095,63
1449,5680
931,1474
145,2519
2358,4358
1890,2770
799,5203
742,2068
2359,3344
258,12567
31,2427
2707,4706
840,485
348,3789
1458,1953
1732,942
2834,2808
1518,1082
845,470
1671,4697
655,51
2163,194
638,1873
1188,3249
650,482
1392,2444
1946,6274
2439,14880
1579,654
325,3055
529,7480
2985,87
2780,1476
835,4927
680,6100
1191,6564
1599,1
112,2998
368,1306
2080,2256
1399,4773
692,446
603,1692
562,2456
227,545
1813,301
2849,594
1745,1486
507,2425
1196,1666
1741,5425
2247,883
2575,1876
1162,4433
928,6515
1124,9517
2286,1200
1703,34
1262,9017
756,644
2267,13943
1814,3134
2322,4646
2376,1796
519,5105
606,1526
2273,4866
645,5592
2946,512
2112,5770
1984,2490
1781,370
1810,2519
479,688
2903,2363
2104,2834
2642,5229
64,10445
901,304
1042,2660
2651,9507
2523,6426
2896,4145
2209,2854
2745,2284
1065,1500
2090,97
408,963
2381,2114
2355,3344
184,2159
2416,1122
1056,2833
110,3920
898,2409
271,227
1412,759
1011,1217
2500,5896
473,4953
212,324
136,12102
1771,1384
832,663
2314,412
508,641
762,1472
283,2307
2876,1074
858,572
1898,559
451,302
464,1957
388,2487
2414,3627
2255,2340
1912,4690
