id,object_img
486,1195
813,1728
2980,1596
13,1259
2467,529
2526,1553
297,74
2981,1350
2055,2291
45,2489
1462,838
103,1578
1719,2852
180,2804
1300,2437
359,628
2936,1500
613,1583
2776,615
352,1755
1273,973
1374,1332
1790,2339
279,2931
1979,2873
2550,2333
2770,2892
656,557
2393,2757
2179,2106
1433,1157
30,136
2940,1179
2233,2828
2792,1492
1212,585
1037,557
1661,624
2570,855
1928,1187
1175,677
2405,2348
1290,1104
2059,765
810,2742
2096,1880
786,2019
1058,1101
2724,957
247,2228
1231,1939
2890,850
2253,2161
487,2217
1627,2657
1526,2219
1980,2751
999,606
671,2969
2178,2406
1554,529
2113,1143
678,2784
522,1307
1180,919
1033,708
292,614
2180,2605
457,369
790,2551
946,1334
531,863
1386,2683
865,2155
238,716
2862,1532
2591,284
2235,982
679,2139
1840,996
2666,1298
1689,1615
2984,2067
2044,639
728,2787
870,926
1303,459
908,637
1747,824
2424,217
1652,2629
267,2355
1785,864
730,2692
694,2140
2650,681
425,1755
189,423
1221,1731
1408,2152
70,149
1270,2407
211,2267
2680,817
2882,2174
284,1907
81,2186
1966,1656
1360,999
2296,2320
1211,2323
1812,935
2649,1333
1707,2402
2111,2133
2285,1063
2173,2366
1555,2574
289,264
2888,1347
1613,518
913,2419
2032,493
421,2177
2502,2387
444,155
2951,974
1957,2728
2580,1190
176,125
1564,1214
1090,1653
686,1971
234,1406
1019,648
2918,772
2967,2077
1126,727
204,2557
1989,1926
232,2802
846,1825
1557,549
2440,1307
1848,2568
1160,1903
930,1030
2677,1152
848,2818
2995,1292
77,46
1396,1435
2019,1139
612,2665
1357,171
158,814
1098,2677
1240,757
784,103
1718,1651
2562,309
2047,1698
2452,1510
1588,183
153,1321
818,533
441,1525
599,1563
2658,2828
1351,2406
1905,1277
1903,1277
1883,2601
315,1249
2722,1561
88,2849
2971,2930
446,225
2130,955
1565,1404
768,2832
760,2640
1757,2657
2630,808
1498,288
2336,538
1089,1673
595,634
1048,2557
273,2044
622,568
509,1406
1371,312
2718,1585
2822,1742
1024,1838
195,2265
1489,2603
1643,1330
171,2279
323,2627
1587,1329
142,145
512,1376
169,934
1591,774
1570,393
2406,638
2290,1564
2093,1227
1656,1993
1937,1071
2892,2237
2352,2104
2348,631
1101,1754
602,2267
1114,1132
1074,2090
1503,486
2190,2885
1534,502
109,579
1869,1837
60,2714
481,375
2893,967
465,2220
140,2482
2276,478
933,847
1193,2868
2872,2493
2349,2295
1850,2023
1815,2048
573,1773
2065,1134
354,1311
2530,1181
696,1994
2669,538
1962,2355
2422,1255
94,154
943,982
135,1371
2417,624
2175,2010
2623,1734
1510,2215
766,877
239,1207
1657,2902
2137,745
463,2184
1615,439
880,666
1740,1576
2534,1609
1035,2402
252,84
2960,746
2504,1343
912,271
1254,1692
1981,1154
795,2103
1463,1570
197,1207
811,482
1629,2459
566,1946
1792,143
53,710
965,2170
652,1577
1375,2252
