id,object_img
486,1205
813,1634
2980,1470
13,1205
2467,844
2526,1762
297,101
2981,1016
2055,2296
45,2668
1462,2277
103,1818
1719,2590
180,645
1300,2413
359,652
2936,1712
613,1742
2776,822
352,1743
1273,910
1374,1497
1790,2282
279,2731
1979,2829
2550,2304
2770,2880
656,552
2393,2802
2179,2391
1433,1060
30,75
2940,1036
2233,2923
2792,1430
1212,754
1037,997
1661,995
2570,853
1928,1033
1175,723
2405,2320
1290,1086
2059,231
810,2717
2096,1879
786,1310
1058,1055
2724,865
247,2189
1231,2330
2890,1015
2253,2082
487,2279
1627,2880
1526,2469
1980,2847
999,508
671,2967
2178,2426
1554,607
2113,180
678,2770
522,1492
1180,823
1033,562
292,478
2180,2555
457,367
790,2670
946,1218
531,901
1386,2819
865,2079
238,686
2862,1700
2591,295
2235,924
679,2736
1840,942
2666,1282
1689,168
2984,2610
2044,631
728,2850
870,519
1303,496
908,626
1747,765
2424,163
1652,2424
267,3018
1785,880
730,2904
694,2468
2650,915
425,1769
189,607
1221,1333
1408,2340
70,331
1270,2764
211,2286
2680,788
2882,2319
284,2247
81,2391
1966,1666
1360,1116
2296,2437
1211,2365
1812,1036
2649,1658
1707,2821
2111,2066
2285,687
2173,2529
1555,2492
289,2311
2888,1258
1613,779
913,2335
2032,695
421,2322
2502,2699
444,125
2951,895
1957,2735
2580,1403
176,380
1564,1722
1090,1446
686,1995
234,1540
1019,259
2918,459
2967,3331
1126,803
204,2452
1989,1721
232,2909
846,1856
1557,775
2440,1270
1848,2411
1160,1843
930,830
2677,1166
848,2850
2995,1629
77,83
1396,1303
2019,993
612,2777
1357,431
158,818
1098,2865
1240,848
784,230
1718,1858
2562,216
2047,1979
2452,1081
1588,259
153,78
818,399
441,2111
599,1522
2658,2958
1351,2303
1905,1302
1903,1300
1883,2723
315,1259
2722,1646
88,2700
2971,2819
446,397
2130,1041
1565,1384
768,2781
760,2877
1757,2626
2630,595
1498,294
2336,766
1089,1848
595,721
1048,2376
273,1752
622,775
509,1709
1371,315
2718,1705
2822,1442
1024,1895
195,2524
1489,2742
1643,1470
171,2350
323,2639
1587,1289
142,77
512,1201
169,672
1591,552
1570,904
2406,431
2290,1557
2093,1235
1656,2648
1937,1082
2892,2289
2352,1694
2348,794
1101,1846
602,2278
1114,1113
1074,2449
1503,913
2190,2889
1534,515
109,482
1869,1835
60,2582
481,396
2893,811
465,2269
140,2818
2276,939
933,578
1193,2916
2872,2509
2349,2253
1850,2153
1815,2373
573,1864
2065,889
354,1037
2530,1422
696,2051
2669,956
1962,2420
2422,1756
94,207
943,1218
135,1733
2417,436
2175,1660
2623,1709
1510,1952
766,849
239,962
1657,2902
2137,837
463,2068
1615,407
880,884
1740,1406
2534,1796
1035,2292
252,81
2960,903
2504,1426
912,284
1254,1837
1981,1436
795,2478
1463,999
197,1317
811,217
1629,2674
566,1652
1792,65
53,785
965,1927
652,1572
1375,2009
1972,2799
1150,1147
2921,2905
2205,2651
2304,2076
1836,1306
1209,2563
1229,1162
554,2966
2954,1256
820,990
1481,2987
2172,853
2568,1112
411,904
627,686
1692,446
1353,9
2625,1675
2719,1069
1358,904
423,1405
2435,1523
2469,294
1103,2839
2454,1151
2051,1665
808,817
791,877
1418,1493
2031,2745
1621,2735
417,2762
1988,855
2907,1381
2639,1900
1602,1918
193,1057
1546,2688
534,2182
290,1851
2842,2376
257,2766
743,2021
747,509
2922,1524
222,1148
2705,2412
773,2371
600,1896
1205,2366
1753,2362
2470,1441
1111,1999
1676,650
2488,2139
50,1118
1377,1007
2403,493
1801,270
1609,2748
556,1206
2223,582
2702,777
2757,1182
2556,1110
1963,1869
1062,1742
1576,419
2046,934
2453,2419
765,860
2933,2066
1638,279
2956,970
480,893
2929,2868
74,2801
333,197
52,703
248,550
2704,825
2928,390
174,2295
2418,2122
150,2767
499,1786
1581,2594
2595,170
1560,2329
8,282
255,2326
472,1874
2723,2313
2667,741
1504,2982
416,474
2371,1700
2363,2085
2758,2425
2409,1877
1411,2754
2699,2311
2261,2607
1519,2786
839,868
1054,2274
1733,802
240,2275
757,658
68,1608
366,1143
1544,2629
185,1503
2806,2751
843,2839
2212,627
966,1960
2611,920
857,2899
1799,242
2528,313
228,2296
1136,1000
332,2911
2592,79
2708,993
299,2050
97,1146
341,570
1879,1014
1045,444
651,925
1091,2227
2772,1433
2226,2836
1826,931
1619,2162
1413,1470
462,94
1584,2561
2814,1283
1414,1819
2886,879
803,1993
1094,974
2711,1460
2315,1812
1567,1657
2437,1881
2942,3133
1715,932
1476,226
706,343
1214,2821
1473,2359
555,2803
200,2803
1730,2706
565,1397
1873,1456
367,1194
2448,2790
2114,1322
868,1181
812,1278
2009,1187
1072,1529
2733,933
1738,544
950,755
1107,1848
1776,3
125,2203
1772,2880
2899,1787
1118,924
618,381
403,2693
2331,2767
105,1108
1092,865
2635,358
394,168
2471,2858
2593,1041
2664,1022
2516,690
1921,2815
1731,740
2644,2315
1289,1500
1763,974
1341,269
1232,1972
2310,1432
44,2900
264,2114
1274,1382
101,2128
2248,408
167,741
2742,1968
545,1435
1115,2699
163,109
2786,2493
1128,1549
1559,488
230,1306
1272,539
1831,2664
415,855
1612,2459
213,2740
2721,1331
1749,629
1545,774
439,883
2274,867
1230,921
483,1016
57,798
1427,720
2672,1156
2316,2277
1222,598
2982,64736628
1018,2518
409,662
1174,1599
2150,2817
440,2560
2375,1519
2413,2805
2587,954
71,1954
2988,1652
574,1834
1865,2880
219,2712
2536,697
2820,2191
2998,2634
2983,2065
2840,1516
745,2479
2547,2343
569,1801
2617,1838
1000,565
2429,2840
1499,2434
1345,2002
544,1336
2688,687
322,2695
1076,2292
2846,493
2785,1037
2132,2655
2168,2351
1135,1117
2736,1179
2990,1402
2857,962
2618,2384
2438,2655
979,826
621,792
1028,2003
1129,2993
1,1803
1939,419
1469,1727
2795,1334
1923,584
433,1352
2636,2972
1430,2567
2307,2642
543,633
597,2729
1407,648
46,3049
1447,385
1406,989
1917,2630
2713,750
1578,1539
2006,935
437,962
2810,344
2026,45
1601,952
830,2119
1726,2245
496,1117
2357,1923
1592,1434
2578,1141
1104,674
2852,2474
1006,1629
2382,1950
2234,2032
875,756
890,1532
1597,1783
2419,548
175,899
1344,1411
681,905
749,780
882,399
1695,1490
1511,975
1242,2931
2755,2524
2968,2333
1085,2678
2288,581
209,1123
1296,719
1026,1517
2746,2399
1362,2159
523,973
2765,1914
788,782
1030,2661
2087,2964
382,1239
253,1286
1287,1006
510,2366
1926,2434
991,910
1508,2806
959,1037
643,1728
2133,1776
2305,1760
2162,2811
1742,2676
2324,797
1271,2823
434,1441
1512,657
1265,2350
1393,2116
33,754
598,1310
2458,1472
1477,1751
1964,195
58,1165
2837,960
558,422
1538,1863
2563,848
663,2943
178,197
461,2481
1566,1570
1838,2420
2224,2333
2116,1110
319,2794
89,1975
2955,1685
431,1140
1780,824
614,2783
806,2708
260,1053
121,930
1645,2053
1443,1333
1765,791
1818,943
2541,881
1038,2016
179,2203
1468,2068
927,1350
196,476
1663,287
677,2434
548,583
2600,2577
316,2427
2094,968
1106,157
1422,969
1748,851
458,967
15,2710
970,2491
2717,2421
1743,2237
436,1158
2064,2103
1436,155
941,1077
412,849
280,2803
2824,2905
1079,1085
953,1022
2021,851
1675,1918
860,2270
1951,2816
2565,281
2391,3107
2191,1206
2407,16
1147,1167
2510,604
2125,1196
2420,2773
1337,2998
1704,2831
708,1393
262,756
2041,1722
904,741
424,551
1100,1846
2017,868
2341,2581
611,2321
1685,989
568,2755
2239,2170
701,1047
2775,1969
1862,263
2067,186
1252,792
1261,2576
2476,1012
2229,1270
310,631
533,21
2784,556
631,2441
2472,2904
2481,1427
1908,538
1727,158
2662,2773
164,2063
2045,1411
355,1725
963,976
1095,2920
1449,1511
931,1008
145,2888
2358,1420
1890,1884
799,454
742,354
2359,1034
258,2364
31,485
2707,1215
840,1920
348,25
1458,1817
1732,1035
2834,1048
1518,1324
845,676
1671,473
655,1107
2163,1053
638,2808
1188,2966
650,1114
1392,340
1946,1764
2439,2756
1579,1383
325,2950
529,2261
2985,224
2780,1591
835,94
680,1614
1191,2644
1599,974
112,1345
368,2805
2080,2764
1399,978
692,229
603,2770
562,2913
227,785
1813,2944
2849,1941
1745,1801
507,2825
1196,2089
1741,1801
2247,225
2575,815
1162,237
928,1158
1124,1905
2286,2203
1703,2491
1262,1859
756,2607
2267,2336
1814,2102
2322,2130
2376,888
519,370
606,2342
2273,1859
645,2279
2946,1048
2112,1804
1984,2911
1781,1428
1810,1784
479,1516
2903,2686
2104,1258
2642,512
64,1731
901,771
1042,985
2651,1492
2523,2381
2896,1630
2209,639
2745,1057
1065,948
2090,3014
408,1601
2381,2257
2355,1002
184,2663
2416,1418
1056,311
110,191
898,2760
271,1583
1412,1669
1011,2013
2500,1655
473,2878
212,91
136,2138
1771,2782
832,15
2314,938
508,1284
762,2623
283,2354
2876,1325
858,1751
1898,2330
451,877
464,2357
388,1726
2414,2410
2255,1361
1912,1602
2283,2867
1069,346
1722,2055
2259,863
2120,1338
1226,2288
2945,367
1437,1849
1641,927
2586,1346
1495,2044
1622,112
841,2456
2866,2277
782,2172
344,798
2015,1991
2861,248
2908,1555
536,933
2751,1387
1895,2525
2165,127
1611,2049
1914,1090
582,2847
2682,1955
528,816
2813,1638
863,1504
369,2244
1208,2298
719,1572
2508,2263
2638,1849
2716,1446
1779,872
737,1916
314,2223
2203,2759
1269,776
2715,730
1299,987
2860,478
2551,1811
2399,615
1492,1750
2895,1617
