id,object_img
486,1199
813,1591
2980,1327
13,1299
2467,629
2526,1871
297,659
2981,731
2055,2263
45,2563
1462,65
103,1813
1719,2825
180,2679
1300,1894
359,605
2936,1749
613,2000
2776,637
352,1503
1273,1058
1374,1428
1790,2160
279,2760
1979,2836
2550,2358
2770,2892
656,574
2393,2769
2179,1934
1433,1176
30,1
2940,1124
2233,2949
2792,1538
1212,665
1037,759
1661,762
2570,1164
1928,1081
1175,683
2405,2406
1290,923
2059,101
810,2746
2096,1716
786,1376
1058,1066
2724,714
247,2272
1231,1997
2890,890
2253,2091
487,2208
1627,2752
1526,2356
1980,2737
999,547
671,3041
2178,2196
1554,610
2113,135
678,2861
522,1413
1180,789
1033,831
292,424
2180,2478
457,455
790,2745
946,1589
531,798
1386,2766
865,2200
238,477
2862,1591
2591,188
2235,886
679,2344
1840,826
2666,1272
1689,2876244486
2984,1993
2044,635
728,2759
870,1058
1303,206
908,771
1747,746
2424,228
1652,2617
267,2462
1785,962
730,2768
694,2021
2650,981
425,1861
189,287
1221,1412
1408,2246
70,167
1270,2245
211,2252
2680,760
2882,15118731797
284,62788555546
81,1956
1966,1726
1360,1226
2296,2310
1211,2326
1812,1060
2649,1568
1707,2473
2111,2403
2285,1010
2173,2562
1555,2414
289,1926
2888,1367
1613,643
913,2246
2032,604
421,2248
2502,2856
444,231
2951,925
1957,2793
2580,1415
176,58
1564,4220797856
1090,1026
686,1940
234,1525
1019,62
2918,701
2967,2338
1126,773
204,2487
1989,1540
232,2854
846,2054
1557,745
2440,1685
1848,16134758818
1160,2071
930,1008
2677,1235
848,2804
2995,1442
77,45
1396,1563
2019,1014
612,2840
1357,231
158,1073
1098,3096
1240,707
784,321
1718,1588
2562,42
2047,1440
2452,1455
1588,124
153,90
818,490
441,1532
599,1373
2658,2726
1351,2495
1905,1303
1903,1352
1883,2582
315,1284
2722,1435
88,2893
2971,2893
446,411
2130,1012
1565,1574
768,2723
760,2691
1757,2687
2630,855
1498,251
2336,532
1089,2076
595,1116
1048,2412
273,2053
622,495
509,1556
1371,196
2718,1825
2822,1592
1024,1942
195,2473
1489,2799
1643,1410
171,2388
323,2697
1587,1341
142,320
512,1212
169,1007
1591,861
1570,316
2406,592
2290,1587
2093,1176
1656,2128
1937,1041
2892,2396
2352,1917
2348,681
1101,15360256938
602,2223
1114,997
1074,2316
1503,666
2190,2891
1534,498
109,701
1869,1927
60,2738
481,247
2893,558
465,2311
140,2642
2276,1062
933,962
1193,2858
2872,2723
2349,2103
1850,2085
1815,2242
573,1934
2065,1023
354,1095
2530,1188
696,1975
2669,891
1962,2186
2422,999
94,180
943,1191
135,1000
2417,655
2175,2012
2623,1629
1510,2351
766,809
239,962
1657,2891
2137,758
463,2178
1615,478
880,840
1740,1541
2534,1515
1035,2352
252,519
2960,916
2504,1349
912,324
1254,47179806964
1981,1447
795,2579
1463,884
197,1425
811,393
1629,2370
566,2143
1792,27
53,914
965,2262
652,1542
1375,2325
1972,2469
1150,1053
2921,2782
2205,2638
2304,2108
1836,1200
1209,2084
1229,1316
554,1974
2954,1338
820,1229
1481,2367
2172,566
2568,1323
411,926
627,750
1692,367
1353,49
2625,1800
2719,1005
1358,1037
423,1225
2435,561534320
2469,433
1103,2600
2454,1108
2051,1640
808,744
791,663
1418,1604
2031,2322
1621,2868
417,2665
1988,698
2907,1564
2639,1498
1602,1913
193,1173
1546,2711
534,2224
290,2247
2842,2550
257,2205
743,1688
747,1031
2922,1275
222,2801
2705,2320
773,2735
600,2057
1205,2311
1753,2430
2470,1473
1111,1956
1676,712
2488,1944
50,939
1377,1122
2403,858
1801,388
1609,2860
556,1549
2223,1237
2702,1026
2757,1227
2556,1204
1963,2189
1062,2083
1576,323
2046,775
2453,2307
765,821
2933,2003
1638,288
2956,1225
480,809
2929,2807
74,2556
333,212
52,782
248,795
2704,1362
2928,223
174,2301
2418,2345
150,2836
499,1560
1581,2256
2595,276
1560,2143
8,769
255,2323
472,1616
2723,2307
2667,1237
1504,3050
416,576
2371,1748
2363,2206
2758,2304
2409,2139
1411,2860
2699,2098
2261,2938
1519,2361
839,955
1054,2460
1733,757
240,2248
757,856
68,2146
366,760
1544,2520
185,1196
2806,2808
843,2905
2212,921
966,2035
2611,48184873882
857,2811
1799,184
2528,368
228,2036
1136,1043
332,2636
2592,303
2708,1057
299,2041
97,353
341,775
1879,1407
1045,15
651,863
1091,2525
2772,1866
2226,1692
1826,674
1619,2008
1413,1655
462,201
1584,2411
2814,1792
1414,1523
2886,1022
803,1932
1094,988
2711,732
2315,1748
1567,1466
2437,1872
2942,2519
1715,969
1476,309
706,732
1214,2943
1473,2380
555,2606
200,2923
1730,2314
565,1202
1873,1691
367,971
2448,2262
2114,1334
868,1575
812,1265
2009,1059
1072,1356
2733,1000
1738,797
950,817
1107,1962
1776,222
125,2165
1772,2682
2899,102694949174
1118,891
618,290
403,2351
2331,2633
105,1197
1092,674
2635,561532928
394,271
2471,2985
2593,741
2664,699
2516,759
1921,2883
1731,811
2644,2093
1289,1390
1763,516
1341,31
1232,1747
2310,1445
44,2838
264,252
1274,1677
101,1909
2248,419
167,1040
2742,1965
545,1467
1115,2616
163,309
2786,2702
1128,1859
1559,638
230,1261
1272,631
1831,2623
415,769
1612,2357
213,2486
2721,464
1749,384
1545,778
439,837
2274,582
1230,838
483,979
57,745
1427,800
2672,1271
2316,1643
1222,79
2982,711
1018,2652
409,710
1174,1360
2150,2794
440,2346
2375,25255164792
2413,2769
2587,1119
71,1862
2988,1621
574,2110
1865,2880
219,2322
2536,803
2820,2220
2998,2449
2983,2056
2840,561
745,2537
2547,2296
569,2109
2617,1998
1000,818
2429,2999
1499,2315
1345,2403
544,1403
2688,785
322,2502
1076,2379
2846,593
2785,1022
2132,2488
2168,2287
1135,1063
2736,1349
2990,1543
2857,711
2618,2466
2438,2433
979,671
621,776
1028,1869
1129,2277
1,1786
1939,1047
1469,1827
2795,1678
1923,616
433,1285
2636,2869
1430,3118
2307,2496
543,210
597,2712
1407,533
46,9442047757
1447,447
1406,1338
1917,2699
2713,579
1578,1658
2006,903
437,555
