id,object_img
486,1321
813,1458
2980,1044
13,1321
2467,644
2526,1426
297,74
2981,1111
2055,2514
45,2526
1462,-202
103,1578
1719,2597
180,2786
1300,2252
359,648
2936,1719
613,1778
2776,797
352,1667
1273,942
1374,1274
1790,2666
279,2786
1979,2821
2550,2360
2770,2836
656,559
2393,2772
2179,2891
1433,1146
30,31
2940,1156
2233,2906
2792,1419
1212,900
1037,968
1661,792
2570,952
1928,951
1175,845
2405,2336
1290,922
2059,663
810,2845
2096,1534
786,1379
1058,1086
2724,894
247,2044
1231,1805
2890,810
2253,2121
487,2413
1627,2724
1526,2152
1980,2772
999,907
671,2847
2178,2400
1554,739
2113,509
678,2764
522,1270
1180,859
1033,606
292,364
2180,2467
457,531
790,2887
946,1438
531,845
1386,2515
865,2151
238,732
2862,1934
2591,771
2235,975
679,2521
1840,817
2666,1155
1689,-145
2984,3211
2044,597
728,2682
870,605
1303,468
908,600
1747,828
2424,70
1652,2601
267,1905
1785,1042
730,2464
694,1929
2650,1151
425,1805
189,334
1221,1345
1408,2292
70,-3
1270,2332
211,2361
2680,810
2882,2753
284,2381
81,2557
1966,1780
1360,1064
2296,2508
1211,2312
1812,939
2649,1256
1707,2361
2111,2652
2285,1134
2173,2168
1555,2192
289,1706
2888,1145
1613,1030
913,1993
2032,567
421,2293
2502,2789
444,373
2951,1046
1957,2728
2580,1484
176,291
1564,1565
1090,1453
686,1221
234,1338
1019,277
2918,591
2967,3877
1126,721
204,2660
1989,1998
232,2948
846,1186
1557,770
2440,1384
1848,2475
1160,3269
930,944
2677,1312
848,2689
2995,1205
77,19
1396,1117
2019,1119
612,2761
1357,633
158,857
1098,2740
1240,839
784,-38
1718,1969
2562,-215
2047,975
2452,1196
1588,-310
153,-134
818,325
441,1642
599,940
2658,2824
1351,2395
1905,1285
1903,1285
1883,2728
315,519
2722,1356
88,2804
2971,2807
446,166
2130,933
1565,1428
768,2772
760,2760
1757,2376
2630,808
1498,121
2336,881
1089,1320
595,294
1048,2397
273,1628
622,1000
509,1744
1371,284
2718,1698
2822,1314
1024,1982
195,2508
1489,2801
1643,1413
171,2336
323,2728
1587,772
142,-18
512,457
169,690
1591,1033
1570,788
2406,580
2290,1273
2093,1300
1656,2337
1937,932
2892,2040
2352,1524
2348,817
1101,1815
602,2014
1114,1025
1074,1603
1503,874
2190,2891
1534,672
109,758
1869,2050
60,2652
481,227
2893,833
465,2468
140,2772
2276,1795
933,1081
1193,2906
2872,2689
2349,2332
1850,2340
1815,2414
573,1913
2065,781
354,1346
2530,899
696,2150
2669,864
1962,2062
2422,1311
94,287
943,967
135,1583
2417,875
2175,1467
2623,1705
1510,1797
766,810
239,1010
1657,2891
2137,882
463,2051
1615,-89
880,956
1740,1511
2534,1244
1035,2360
252,114
2960,952
2504,1103
912,88
1254,2059
1981,1230
795,2514
1463,563
197,1745
811,647
1629,2836
566,1580
1792,18
53,1189
965,1829
652,1572
1375,2026
1972,2791
1150,963
2921,2913
2205,2728
2304,2127
1836,1149
1209,1427
1229,989
554,1163
2954,1131
820,953
1481,2940
2172,798
2568,876
411,832
627,798
1692,738
1353,78
2625,1709
2719,1153
1358,936
423,1066
2435,1647
2469,208
1103,2823
2454,1086
2051,1774
808,915
791,936
1418,1496
2031,2716
1621,2809
417,2831
1988,906
2907,1355
2639,2096
1602,1822
193,877
1546,2728
534,1905
290,2469
2842,2841
257,2198
743,1779
747,750
2922,1238
222,1646
2705,2292
773,2239
600,2297
1205,2312
1753,2292
2470,1414
1111,2048
1676,620
2488,2555
50,1206
1377,940
2403,609
1801,238
1609,2764
556,1692
2223,679
2702,995
2757,1394
2556,938
1963,1110
1062,1979
1576,744
2046,1060
2453,2312
765,721
2933,1347
1638,597
2956,1092
480,1106
2929,2724
74,2853
333,595
52,567
248,884
2704,953
2928,406
174,2324
2418,2490
150,2822
499,1831
1581,2260
2595,71
1560,2453
8,501
255,2165
472,1906
2723,2015
2667,903
1504,2921
416,671
2371,1815
2363,2011
2758,2313
2409,2308
1411,2655
2699,2321
2261,3043
1519,1982
839,1051
1054,3786
1733,810
240,3289
757,879
68,1251
366,1255
1544,2444
185,812
2806,2843
843,2889
2212,738
966,2424
2611,694
857,2906
1799,87
2528,246
228,2185
1136,1012
332,2808
2592,125
2708,943
299,1865
97,1145
341,493
1879,935
1045,147
651,1061
1091,2085
2772,1648
2226,2977
1826,867
1619,1686
1413,999
462,365
1584,2476
2814,1512
1414,1870
2886,666
803,1844
1094,904
2711,1205
2315,1544
1567,1778
2437,1763
2942,2758
1715,902
1476,192
706,746
1214,2615
1473,2413
555,2772
200,2819
1730,2174
565,1277
1873,1413
367,1173
2448,2710
2114,1155
868,694
812,1772
2009,1429
1072,1103
2733,878
1738,391
950,861
1107,2002
1776,-19
125,1875
1772,2805
2899,1631
1118,288
618,252
403,2629
2331,2572
105,1168
1092,826
2635,583
394,256
2471,2827
2593,1048
2664,433
2516,713
1921,2876
1731,780
2644,2400
1289,1283
1763,886
1341,-171
1232,1726
2310,1317
44,2906
264,-195
1274,1765
101,1948
2248,258
167,799
2742,2047
545,1493
1115,2728
163,123
2786,2343
1128,1251
1559,758
230,1270
1272,940
1831,2728
415,753
1612,2457
213,2386
2721,842
1749,496
1545,783
439,856
2274,882
1230,888
483,803
57,776
1427,648
2672,1219
2316,1835
1222,404
2982,308696
1018,2343
409,805
1174,1235
2150,2783
440,1967
2375,890
2413,2772
2587,790
71,2003
2988,908
574,1422
1865,3114
219,2754
2536,704
2820,2232
2998,2273
2983,1964
2840,1053
745,2202
2547,2249
569,1809
2617,2307
1000,837
2429,2764
1499,2163
1345,2479
544,1345
2688,312
322,2649
1076,2360
2846,589
2785,912
2132,2467
2168,2926
1135,1096
2736,1321
2990,1337
2857,856
2618,2370
2438,2020
979,399
621,816
1028,1877
1129,2184
1,1896
1939,478
1469,1908
2795,1194
1923,560
433,952
2636,2906
1430,2971
2307,2544
543,364
597,2772
1407,959
46,4778
1447,444
1406,1144
1917,2427
2713,916
1578,1580
2006,966
437,685
2810,404
2026,453
1601,902
830,2113
1726,2313
496,890
2357,1734
1592,1648
2578,922
1104,825
2852,1583
1006,1137
2382,1703
2234,1988
875,845
890,1394
1597,1740
2419,518
175,915
1344,1209
681,806
749,1066
882,354
1695,1084
1511,978
1242,2906
2755,2294
2968,2624
1085,1789
2288,388
209,-817
1296,991
1026,1066
2746,1729
1362,2037
523,1050
2765,2183
788,886
1030,3049
2087,2906
382,1003
253,1018
1287,996
510,2312
1926,2390
991,751
1508,2772
959,887
643,1546
2133,890
2305,1744
2162,2706
1742,2349
2324,914
1271,2818
434,911
1512,777
1265,2457
1393,2233
33,853
598,1321
2458,1503
1477,1689
1964,432
58,1169
2837,853
558,400
1538,2043
2563,1011
663,2865
178,-15
461,1803
1566,1332
1838,2791
2224,2610
2116,1011
319,2772
89,1990
2955,1404
431,1352
1780,863
614,2667
806,1528
260,1037
121,810
1645,1936
1443,1277
1765,1270
1818,704
2541,867
1038,1833
179,2697
1468,2152
927,876
196,418
1663,-32
677,2024
548,571
2600,2764
316,2499
2094,848
1106,-240
1422,983
1748,935
458,847
15,2350
970,2478
2717,2369
1743,1950
436,1091
2064,2092
1436,-108
941,945
412,882
280,2772
2824,2878
1079,897
953,836
2021,1074
1675,1892
860,2250
1951,2772
2565,465
2391,1717
2191,1270
2407,78
1147,1198
2510,672
2125,1246
2420,2728
1337,2534
1704,2940
708,1066
262,651
2041,1503
904,769
424,67
1100,1414
2017,728
2341,2883
611,2292
1685,930
568,2862
2239,2176
701,1035
2775,1756
1862,541
2067,382
1252,742
1261,2190
2476,1450
2229,1336
310,758
533,473
2784,606
631,2313
2472,2895
2481,1805
1908,758
1727,758
2662,2882
164,2256
2045,1337
355,1717
963,1146
1095,2500
1449,552
931,910
145,2774
2358,1313
1890,1482
799,216
742,-158
2359,1176
258,2573
31,124
2707,1204
840,1610
348,64
1458,1817
1732,1033
2834,1241
1518,1022
845,597
1671,493
655,1101
2163,953
638,2801
1188,3220
650,1198
1392,687
1946,1564
2439,2956
1579,1262
325,2964
529,1703
2985,136
2780,1290
835,640
680,1469
1191,2523
1599,1108
112,1285
368,2801
2080,2749
1399,1422
692,308
603,2052
562,2918
227,810
1813,2179
2849,1969
1745,1831
507,2807
1196,2147
1741,1764
2247,432
2575,853
1162,220
928,1173
1124,2041
2286,3461
1703,2403
1262,1834
756,2613
2267,2929
1814,2251
2322,2467
2376,934
519,-54
606,2353
2273,1648
645,2212
2946,1207
2112,1917
1984,2906
1781,1369
1810,1917
479,1394
2903,2438
2104,-260
2642,388
64,1606
901,897
1042,1092
2651,1579
2523,2038
2896,1721
2209,585
2745,2288
1065,890
2090,2376
408,1183
2381,2166
2355,872
184,2742
2416,1336
1056,271
110,-25
898,2792
271,982
1412,1819
1011,2091
2500,2357
473,2750
212,26
136,1198
1771,2806
832,-17
2314,1083
508,1386
762,3077
283,2089
2876,1210
858,1704
1898,2723
451,972
464,2475
388,2034
2414,1746
2255,1325
1912,1385
2283,2851
1069,848
1722,2577
2259,655
2120,575
1226,2293
2945,59
1437,1706
1641,688
2586,1293
1495,2091
1622,176
841,2629
2866,2340
782,988
344,781
2015,1906
2861,160
2908,982
536,1055
2751,1407
1895,2413
2165,136
1611,2438
1914,1239
582,2777
2682,1899
528,858
2813,1556
863,982
369,2292
1208,1884
719,1235
2508,2027
2638,1685
2716,1517
1779,490
737,2061
314,2370
2203,2849
1269,562
2715,1356
1299,955
2860,620
2551,1587
2399,404
1492,1998
2895,1770
