id,object_img
486,1182
813,1540
2980,1025
13,1182
2467,789
2526,1483
297,47
2981,1272
2055,2371
45,2673
1462,-215
103,1712
1719,2394
180,2814
1300,2303
359,692
2936,1375
613,2085
2776,839
352,1663
1273,721
1374,1499
1790,2594
279,2814
1979,2814
2550,2299
2770,2851
656,603
2393,2814
2179,2417
1433,1062
30,-74
2940,959
2233,2855
2792,1465
1212,997
1037,955
1661,1025
2570,997
1928,1160
1175,881
2405,2292
1290,1019
2059,89
810,2760
2096,2356
786,1010
1058,1288
2724,1017
247,1715
1231,2244
2890,960
2253,2364
487,2582
1627,2758
1526,2375
1980,2814
999,953
671,2776
2178,2402
1554,766
2113,617
678,2816
522,955
1180,958
1033,713
292,356
2180,2654
457,393
790,2978
946,1216
531,955
1386,2623
865,2158
238,970
2862,1774
2591,725
2235,862
679,2642
1840,970
2666,1018
1689,737
2984,3077
2044,716
728,2440
870,595
1303,392
908,725
1747,910
2424,165
1652,2663
267,2591
1785,999
730,2351
694,2456
2650,1035
425,1718
189,741
1221,1339
1408,2253
70,181
1270,2094
211,2299
2680,881
2882,2281
284,2327
81,2429
1966,1662
1360,1358
2296,2343
1211,2298
1812,990
2649,1248
1707,2193
2111,2747
2285,1119
2173,2601
1555,2497
289,1937
2888,1411
1613,1227
913,2369
2032,725
421,2253
2502,2611
444,287
2951,1049
1957,2855
2580,1394
176,158
1564,1169
1090,996
686,2413
234,1222
1019,82
2918,692
2967,3087
1126,680
204,2482
1989,1972
232,2799
846,1466
1557,855
2440,949
1848,2520
1160,2123
930,920
2677,1182
848,2855
2995,1018
77,80
1396,807
2019,995
612,2720
1357,668
158,957
1098,2825
1240,955
784,227
1718,1772
2562,55
2047,755
2452,1355
1588,13
153,891
818,822
441,1537
599,1046
2658,2814
1351,2629
1905,1215
1903,1215
1883,2855
315,964
2722,1270
88,2760
2971,2851
446,215
2130,1036
1565,1144
768,2814
760,2975
1757,2573
2630,836
1498,254
2336,955
1089,1504
595,984
1048,2391
273,1953
622,831
509,1547
1371,315
2718,1834
2822,1040
1024,1863
195,2693
1489,2760
1643,1284
171,2292
323,2855
1587,1225
142,0
512,697
169,873
1591,862
1570,921
2406,550
2290,1377
2093,1129
1656,2580
1937,1022
2892,2188
2352,1484
2348,846
1101,1891
602,2359
1114,1088
1074,2442
1503,955
2190,2855
1534,839
109,699
1869,2714
60,2221
481,835
2893,725
465,2315
140,2812
2276,851
933,1132
1193,2855
2872,2621
2349,2626
1850,2051
1815,2760
573,1702
2065,984
354,1436
2530,986
696,1938
2669,1030
1962,2054
2422,1334
94,224
943,1004
135,887
2417,654
2175,1825
2623,1966
1510,1920
766,881
239,872
1657,2855
2137,955
463,2001
1615,-60
880,997
1740,1468
2534,1632
1035,2299
252,1039
2960,1046
2504,1177
912,154
1254,1931
1981,1318
795,2285
1463,867
197,1470
811,905
1629,2510
566,1562
1792,80
53,1142
965,2104
652,1470
1375,2278
1972,2816
1150,1377
2921,2855
2205,2855
2304,2175
1836,989
1209,2274
1229,1008
554,1265
2954,910
820,920
1481,2704
2172,1046
2568,824
411,954
627,810
1692,935
1353,80
2625,1486
2719,930
1358,1136
423,1177
2435,1256
2469,318
1103,2816
2454,1099
2051,1523
808,942
791,754
1418,1429
2031,2607
1621,2758
417,2485
1988,976
2907,1853
2639,1803
1602,1580
193,796
1546,2855
534,2304
290,2056
2842,2523
257,2053
743,1634
747,900
2922,867
222,1796
2705,2253
773,2392
600,2021
1205,2298
1753,2253
2470,1465
1111,2141
1676,725
2488,2161
50,1197
1377,995
2403,910
1801,286
1609,2816
556,1470
2223,489
2702,1081
2757,1042
2556,1267
1963,2064
1062,1946
1576,153
2046,1576
2453,2298
765,680
2933,1966
1638,879
2956,1037
480,930
2929,2907
74,2760
333,-153
52,725
248,719
2704,919
2928,722
174,2129
2418,2665
150,2760
499,1906
1581,2310
2595,-18
1560,1870
8,694
255,2091
472,1789
2723,2273
2667,948
1504,2799
416,713
2371,1891
2363,2050
2758,2196
2409,1695
1411,2511
2699,2122
2261,1843
1519,2420
839,999
1054,2439
1733,881
240,3018
757,953
68,2011
366,1336
1544,2499
185,1046
2806,2799
843,2758
2212,979
966,1579
2611,1047
857,2855
1799,363
2528,772
228,1884
1136,994
332,2814
2592,322
2708,1016
299,2053
97,669
341,695
1879,844
1045,-387
651,794
1091,1867
2772,1408
2226,2519
1826,955
1619,1739
1413,1360
462,349
1584,1881
2814,1619
1414,1868
2886,702
803,1452
1094,1001
2711,1089
2315,1261
1567,1801
2437,1584
2942,2724
1715,817
1476,850
706,650
1214,2580
1473,1881
555,2814
200,2761
1730,2453
565,955
1873,1759
367,1035
2448,2708
2114,1018
868,952
812,1453
2009,1079
1072,1177
2733,706
1738,510
950,942
1107,1863
1776,0
125,1953
1772,2004
2899,1507
1118,498
618,216
403,2501
2331,2406
105,1247
1092,923
2635,598
394,291
2471,2758
2593,954
2664,503
2516,709
1921,2760
1731,881
2644,2273
1289,1046
1763,842
1341,-308
1232,1783
2310,1102
44,2855
264,-115
1274,1670
101,2196
2248,816
167,955
2742,2005
545,1282
1115,2855
163,1112
2786,2414
1128,1345
1559,699
230,955
1272,936
1831,2855
415,617
1612,2540
213,2601
2721,684
1749,880
1545,617
439,897
2274,955
1230,1027
483,755
57,767
1427,692
2672,1011
2316,1466
1222,240
2982,-1622237757346134
1018,2557
409,955
1174,1377
2150,2814
440,2207
2375,1361
2413,2814
2587,1031
71,2123
2988,1247
574,2310
1865,2691
219,2582
2536,844
2820,2253
2998,2512
2983,1888
2840,950
745,2622
2547,2424
569,1814
2617,1968
1000,503
2429,2816
1499,2018
1345,2222
544,1339
2688,650
322,2453
1076,2299
2846,677
2785,754
2132,2682
2168,2766
1135,1276
2736,1182
2990,1364
2857,897
2618,2413
2438,2067
979,68
621,836
1028,1807
1129,2331
1,1635
1939,671
1469,1744
2795,955
1923,542
433,751
2636,2855
1430,2846
2307,2599
543,356
597,2814
1407,1102
46,3154
1447,254
1406,634
1917,2175
2713,935
1578,1623
2006,998
437,946
2810,849
2026,814
1601,862
830,2247
1726,2299
496,958
2357,1760
1592,1408
2578,1146
1104,881
2852,2298
1006,1342
2382,1721
2234,1988
875,881
890,1204
1597,1980
2419,725
175,942
1344,947
681,865
749,787
882,428
1695,1177
1511,954
1242,2855
2755,2421
2968,2565
1085,2351
2288,337
209,349
1296,835
1026,1177
2746,2139
1362,2278
523,989
2765,2515
788,897
1030,3053
2087,2855
382,1019
253,1072
1287,872
510,2298
1926,2334
991,1089
1508,2814
959,1073
643,1447
2133,988
2305,1678
2162,2851
1742,2842
2324,1040
1271,2547
434,931
1512,920
1265,2352
1393,2160
33,955
598,1057
2458,1553
1477,1850
1964,501
58,901
2837,799
558,932
1538,1911
2563,754
663,2704
178,287
461,2290
1566,959
1838,2511
2224,2913
2116,990
319,2814
89,2043
2955,1338
431,918
1780,865
614,2654
806,1989
260,943
121,1139
1645,1868
1443,955
1765,1177
1818,832
2541,1050
1038,1388
179,1855
1468,1917
927,1076
196,288
1663,761
677,2360
548,504
2600,2631
316,2362
2094,955
1106,-74
1422,971
1748,968
458,978
15,2156
970,2262
2717,2698
1743,2584
436,1061
2064,2058
1436,328
941,990
412,955
280,2814
2824,2782
1079,897
953,698
2021,965
1675,1875
860,1865
1951,2814
2565,467
2391,1937
2191,955
2407,80
1147,1078
2510,839
2125,1089
2420,2855
1337,2648
1704,2851
708,1177
262,575
2041,1532
904,751
424,137
1100,1634
2017,702
2341,2213
611,2253
1685,615
568,2778
2239,1475
701,809
2775,1837
1862,316
2067,226
1252,680
1261,2438
2476,1034
2229,1010
310,955
533,1050
2784,713
631,1922
2472,2855
2481,1489
1908,955
1727,471
2662,2799
164,2345
2045,1364
355,1609
963,1233
1095,2742
1449,1936
931,998
145,2816
2358,922
1890,1221
799,389
742,-232
2359,1197
258,2380
31,727
2707,1013
840,1562
348,673
1458,1844
1732,988
2834,1114
1518,851
845,579
1671,402
655,1056
2163,798
638,2816
1188,2760
650,1345
1392,625
1946,1955
2439,3157
1579,1018
325,2847
529,2474
2985,37
2780,1315
835,429
680,1471
1191,2545
1599,862
112,1215
368,2814
2080,2814
1399,809
692,300
603,2727
562,2855
227,881
1813,2460
2849,1929
1745,1906
507,2851
1196,2201
1741,1731
2247,49
2575,910
1162,-22
928,1035
1124,2482
2286,2997
1703,2535
1262,1718
756,2084
2267,2661
1814,1944
2322,2512
2376,810
519,350
606,2371
2273,2157
645,2129
2946,1123
2112,1906
1984,2855
1781,1383
1810,1906
479,2356
2903,2555
2104,47
2642,258
64,1626
901,1003
1042,908
2651,2022
2523,2339
2896,1679
2209,595
2745,1868
1065,863
2090,2881
408,1544
2381,2273
2355,753
184,2855
2416,1232
1056,858
110,143
898,2816
271,1046
1412,2033
1011,1978
2500,2239
473,2775
212,80
136,1705
1771,2816
832,0
2314,863
508,1320
762,1912
283,2023
2876,955
858,1929
1898,2614
451,997
464,2330
388,1873
2414,1820
2255,1424
1912,2079
2283,2758
1069,955
1722,2165
2259,558
2120,564
1226,2253
2945,193
1437,1988
1641,934
2586,955
1495,1978
1622,197
841,2701
2866,2160
782,2298
344,891
2015,2014
2861,386
2908,1046
536,1001
2751,1266
1895,1881
2165,37
1611,2187
1914,1178
582,2855
2682,1879
528,1077
2813,2640
863,1046
369,2253
1208,2398
719,1377
2508,2322
2638,1513
2716,1275
1779,521
737,1613
314,2192
2203,2812
1269,715
2715,765
1299,945
2860,524
2551,1500
2399,837
1492,1972
2895,1669
