id,object_img
486,1094
813,1337
2980,1296
13,1232
2467,613
2526,1516
297,113
2981,257370543
2055,2230
45,2702
1462,-135
103,1929
1719,2863
180,2674
1300,6799703432
359,683
2936,1553
613,1802
2776,710
352,1882
1273,994
1374,1645
1790,2324
279,2816
1979,2915
2550,2261
2770,2862
656,478
2393,2790
2179,1930
1433,948
30,-82
2940,1113
2233,2928
2792,1431
1212,640
1037,504
1661,842
2570,901
1928,1257
1175,887
2405,2380
1290,1109
2059,21
810,2908
2096,1842
786,1278
1058,1217
2724,877
247,2110
1231,9371592312
2890,916
2253,2323
487,2298
1627,2846
1526,2303
1980,2794
999,894
671,2897
2178,2367
1554,511
2113,-2529406626
678,2755
522,1321
1180,837
1033,743
292,-64
2180,2793
457,395
790,2114
946,1544
531,753
1386,-4428748367
865,2202
238,729
2862,1924
2591,2128733838
2235,862
679,2587
1840,547
2666,1232
1689,760568980
2984,2470
2044,639
728,2771
870,508
1303,771
908,678
1747,1178
2424,287
1652,2689
267,2956
1785,1022
730,2976
694,9954970921
2650,866
425,1683
189,479
1221,1596
1408,2255
70,169
1270,2355
211,2241
2680,816
2882,5059509247
284,2171
81,2651
1966,1812
1360,553
2296,2447
1211,2404
1812,1016
2649,1503
1707,2216
2111,2325
2285,1168
2173,2452
1555,2169
289,2343
2888,1572
1613,579
913,2200
2032,408
421,2353
2502,-45634966
444,-10
2951,1148
1957,2799
2580,1453
176,-12
1564,2034126381
1090,1087
686,-1310899889
234,1641
1019,-207
2918,605
2967,-1785350071
1126,713
204,2411
1989,1962
232,2989
846,1539
1557,672
2440,1587
1848,4928779850
1160,1488
930,913
2677,1086
848,2714
2995,1412
77,23
1396,1457
2019,1075
612,2873
1357,165
158,703
1098,2864
1240,961499015
784,49
1718,1787
2562,262
2047,1246
2452,1549
1588,175
153,1014
818,558
441,1531
599,1164
2658,2778
1351,2526
1905,1292
1903,1237
1883,2796
315,545
2722,-2128731882
88,2813
2971,3241
446,361
2130,818
1565,1436
768,2733
760,2627
1757,2645
2630,794
1498,248
2336,727
1089,1645
595,871
1048,2774
273,3492395905
622,392
509,1320
1371,-152
2718,1818
2822,1547
1024,1851
195,2492
1489,2939
1643,1323
171,2271
323,2798
1587,1077
142,-126
512,1470
169,1180
1591,17319848393
1570,409
2406,292
2290,1451
2093,1069
1656,1857
1937,1057
2892,2279
2352,2307
2348,788
1101,436853275
602,2165
1114,1218
1074,2355
1503,670
2190,2950
1534,542
109,698
1869,2617
60,-3394646394
481,273
2893,624
465,2488
140,2950
2276,1128
933,1023
1193,2859
2872,2847
2349,3140036740
