id,object_img
486,2695
813,1780
2980,1934
13,2695
2467,2715
2526,2010
297,1247
2981,2322
2055,2353
45,2518
1462,1797
103,2215
1719,2469
180,3156
1300,2955
359,1655
2936,1366
613,3314
2776,2174
352,1589
1273,2143
1374,1831
1790,2189
279,3306
1979,3307
2550,2980
2770,3371
656,1973
2393,3250
2179,2633
1433,2239
30,1198
2940,2217
2233,3226
2792,1998
1212,1848
1037,2089
1661,1891
2570,1837
1928,1966
1175,2116
2405,1842
1290,2204
2059,1742
810,3365
2096,2653
786,1809
1058,1905
2724,1765
247,2831
1231,2502
2890,1840
2253,2516
487,2565
1627,3383
1526,2867
1980,3250
999,1782
671,3199
2178,2039
1554,2169
2113,3134
678,3165
522,2450
1180,2066
1033,1582
292,1560
2180,2523
457,1737
790,2316
946,2182
531,2152
1386,2756
865,2665
238,2694
2862,2177
2591,2354
2235,2290
679,2339
1840,2291
2666,2400
1689,3119
2984,2003
2044,1867
728,3260
870,1828
1303,2113
908,1794
1747,2076
2424,1964
1652,1844
267,2688
1785,1904
730,2261
694,3285
2650,2277
425,2669
189,1553
1221,2601
1408,3018
70,2442
1270,2362
211,2989
2680,2142
2882,2189
284,2721
81,2933
1966,2916
1360,1582
2296,2529
1211,2329
1812,2277
2649,1781
1707,2063
2111,2196
2285,2055
2173,2307
1555,2438
289,2809
2888,1373
1613,2510
913,2808
2032,1909
421,3018
2502,2918
444,1946
2951,1575
1957,2973
2580,2271
176,2057
1564,1958
1090,2226
686,2563
234,2297
1019,2745
2918,1629
2967,871
1126,1796
204,2373
1989,2801
232,3099
846,2513
1557,2201
2440,1059
1848,2176
1160,2785
930,2114
2677,2657
848,3207
2995,2465
77,1186
1396,2353
2019,1911
612,3273
1357,2482
158,2692
1098,3169
1240,2004
784,1951
1718,2476
2562,1348
2047,2048
2452,1679
1588,1818
153,1812
818,1948
441,2139
599,2146
2658,3365
1351,2309
1905,2599
1903,2438
1883,3188
315,1614
2722,2155
88,3326
2971,3352
446,1889
2130,1880
1565,2278
768,3250
760,1787
1757,2001
2630,1740
1498,1754
2336,2023
1089,2433
595,2443
1048,2560
273,2874
622,1864
509,1345
1371,1857
2718,2817
2822,1889
1024,2614
195,3050
1489,3388
1643,2535
171,1842
323,3173
1587,1739
142,1402
512,2178
169,2492
1591,2343
1570,1895
2406,1557
2290,2231
2093,1687
1656,2733
1937,2287
2892,2726
2352,2869
2348,1909
1101,2256
602,2391
1114,1839
1074,2714
1503,2204
2190,3141
1534,2200
109,1706
1869,2688
60,2373
481,1829
2893,1659
465,2852
140,2760
2276,2422
933,2128
1193,3226
2872,2224
2349,2377
1850,2851
1815,2549
573,2680
2065,1644
354,1551
2530,1917
696,2777
2669,2016
1962,2712
2422,1828
94,2194
943,2284
135,2227
2417,1666
2175,2561
2623,2846
1510,3114
766,2085
239,2112
1657,3180
2137,2059
463,2961
1615,2824
880,1802
1740,1632
2534,1982
1035,2980
252,1501
2960,2059
2504,2311
912,1947
1254,3557
1981,2062
795,3125
1463,2632
197,2010
811,1838
1629,1867
566,2622
1792,1186
53,1897
965,2504
652,2047
1375,2174
1972,3304
1150,2248
2921,3152
2205,3173
2304,2889
1836,2229
1209,3171
1229,2561
554,3661
2954,2683
820,2067
1481,2349
2172,1862
2568,1708
411,2351
627,1875
1692,1887
1353,1214
2625,1760
2719,1789
1358,2219
423,2177
2435,2730
2469,1916
1103,3319
2454,2005
2051,2184
808,2217
791,1817
1418,1990
2031,2420
1621,3275
417,2634
1988,2060
2907,1736
2639,2840
1602,2743
193,2271
1546,3173
534,2446
290,3064
2842,2754
257,2088
743,1917
747,2059
2922,2373
222,2387
2705,3018
773,2486
600,2400
1205,2329
1753,3018
2470,2132
1111,2289
1676,1824
2488,3336
50,2225
1377,2321
2403,1924
1801,1935
1609,3165
556,2011
2223,2032
2702,1771
2757,1820
2556,2401
1963,2527
1062,3268
1576,1308
2046,1112
2453,2329
765,1796
2933,2716
1638,1723
2956,2173
480,2251
2929,3037
74,3476
333,1921
52,1993
248,2048
2704,2576
2928,1344
174,2297
2418,2287
150,3134
499,2687
1581,2801
2595,2342
1560,2717
8,2722
255,2574
472,2224
2723,2765
2667,1819
1504,3176
416,2155
2371,2198
2363,2805
2758,2732
2409,3041
1411,2413
2699,2191
2261,2114
1519,2542
839,1957
1054,2590
1733,2004
240,2362
757,2016
68,2545
366,1903
1544,2829
185,1930
2806,3346
843,3322
2212,1547
966,2767
2611,1938
857,3226
1799,1895
2528,1877
228,2928
1136,2272
332,3218
2592,2079
2708,2089
299,3160
97,2635
341,1670
1879,1544
1045,2119
651,2456
1091,2169
2772,2124
2226,1765
1826,2237
1619,2781
1413,2353
462,1889
1584,2502
2814,1947
1414,2621
2886,1867
803,3089
1094,2109
2711,1450
2315,2073
1567,2674
2437,2024
2942,2509
1715,2025
1476,2063
706,1521
1214,2398
1473,2479
