id,object_img
486,1165
813,1978
2980,967
13,1165
2467,477
2526,1754
297,-68
2981,1331
2055,2108
45,2848
1462,-228
103,1669
1719,2401
180,2543
1300,2307
359,582
2936,1389
613,1745
2776,888
352,1417
1273,1387
1374,1685
1790,2662
279,3231
1979,2747
2550,2320
2770,2743
656,569
2393,2770
2179,2231
1433,1011
30,35
2940,1019
2233,2892
2792,1368
1212,541
1037,728
1661,687
2570,888
1928,1294
1175,879
2405,2375
1290,931
2059,-17519419078
810,3016
2096,1938
786,1104
1058,798
2724,553
247,1401
1231,2533
2890,773
2253,2434
487,1278
1627,2556
1526,2460
1980,2776
999,800
671,3416
2178,2278
1554,865
2113,476
678,2787
522,1204
1180,1154
1033,586
292,3317991531
2180,2467
457,412
790,3050
946,1081
531,1086
1386,3227
865,1868
238,-13842864
2862,1804
2591,702
2235,883
679,2303
1840,883
2666,1358
1689,-264
2984,2260
2044,485
728,2708
870,499
1303,708
908,339
1747,801
2424,509
1652,2334
267,2536
1785,1020
730,2297
694,1897
2650,644
425,1657
189,237336075843
1221,1402
1408,2386
70,-117
1270,2334
211,2294
2680,978
2882,-10530883603
284,-812391023
81,-17519418085
1966,1884
1360,1179
2296,2194
1211,2355
1812,1049
2649,1525
1707,1417
2111,2548
2285,622
2173,2041
1555,2388
289,38202843762
2888,1876
1613,1289
913,2300
2032,108
421,2386
2502,3525
444,-27
2951,872
1957,2712
2580,1541
176,4
1564,603
1090,1325
686,1894
234,1481
1019,507
2918,689
2967,2296
1126,754
204,2849
1989,2104
232,2889
846,1910
1557,1211
2440,1033
1848,2701
1160,1345
930,1050
2677,1165
848,2801
2995,943
77,61
1396,1245
2019,981
612,2755
1357,726
158,809
1098,3150
1240,210
784,174
1718,1799
2562,-4
2047,404
2452,1524
1588,278
153,-313
818,617
441,1410
599,1158
2658,2688
1351,1543
1905,1311
1903,1113
1883,2700
315,959
2722,881
88,3272
2971,2681
446,315
2130,1111
1565,1093
768,2770
760,2630
1757,1977
2630,800
1498,-36
2336,826
1089,1892
595,417
1048,2161
273,1821
622,964
509,1531
1371,336
2718,1788
2822,1301
1024,1939
195,2288
1489,2824
1643,1440
171,2337
323,2586
1587,1160
142,166
512,1627
169,870
1591,1047
1570,957
2406,582
2290,1426
2093,1148
1656,1994
1937,970
2892,2095
2352,2208
2348,802
1101,-55440780
602,2368
1114,1116
1074,2324
1503,900
2190,2885
1534,591
