id,object_img
486,1322
813,1469
2980,1047
13,1322
2467,645
2526,1427
297,74
2981,1113
2055,2517
45,2525
1462,-197
103,1532
1719,2595
180,2786
1300,2263
359,600
2936,1722
613,1782
2776,798
352,1674
1273,947
1374,1271
1790,2663
279,2786
1979,2820
2550,2361
2770,2837
656,560
2393,2772
2179,2895
1433,1138
30,33
2940,1155
2233,2906
2792,1420
1212,900
1037,970
1661,791
2570,952
1928,952
1175,843
2405,2337
1290,923
2059,660
810,2845
2096,1541
786,1381
1058,1084
2724,892
247,2039
1231,1808
2890,813
2253,2120
487,2412
1627,2724
1526,2149
1980,2772
999,908
671,2848
2178,2399
1554,739
2113,507
678,2763
522,1270
1180,861
1033,615
292,361
2180,2465
457,533
790,2900
946,1439
531,845
1386,2511
865,2152
238,732
2862,1933
2591,772
2235,976
679,2460
1840,817
2666,1157
1689,-151
2984,3208
2044,599
728,2679
870,605
1303,467
908,607
1747,831
2424,72
1652,2610
267,1898
1785,1040
730,2466
694,1944
2650,1157
425,1807
189,327
1221,1345
1408,2292
70,1
1270,2337
211,2362
2680,808
2882,2747
284,2379
81,2554
1966,1781
1360,1064
2296,2508
1211,2311
1812,946
2649,1202
1707,2359
2111,2652
2285,1139
2173,2167
1555,2196
289,1704
2888,1146
1613,1032
913,1990
2032,567
421,2292
2502,2796
444,375
2951,1043
1957,2727
2580,1486
176,292
1564,1569
1090,1447
686,1225
234,1342
1019,274
2918,600
2967,3879
1126,721
204,2661
1989,2001
232,2951
846,1184
1557,769
2440,1332
1848,2475
1160,3281
930,942
2677,1312
848,2690
2995,1207
77,20
1396,1123
2019,1119
612,2762
1357,630
158,858
1098,2737
1240,839
784,-41
1718,1970
2562,-216
2047,973
2452,1204
1588,-310
153,-132
818,324
441,1590
599,940
2658,2824
1351,2397
1905,1286
1903,1286
1883,2727
315,513
2722,1353
88,2803
2971,2806
446,165
2130,934
1565,1431
768,2772
760,2758
1757,2376
2630,806
1498,123
2336,882
1089,1327
595,301
1048,2397
273,1636
622,1001
509,1746
1371,283
2718,1702
2822,1312
1024,1982
195,2513
1489,2802
1643,1413
171,2337
323,2727
1587,776
142,-18
512,462
169,694
1591,1038
1570,787
2406,579
2290,1273
2093,1294
1656,2339
1937,931
2892,2038
2352,1527
2348,816
1101,1814
602,2015
1114,1026
1074,1608
1503,817
2190,2891
1534,672
109,758
1869,2043
60,2657
481,228
2893,834
465,2473
140,2773
2276,1812
933,1081
1193,2906
2872,2686
2349,2333
1850,2341
1815,2414
573,1916
2065,779
354,1356
2530,898
696,2160
2669,866
1962,2067
2422,1316
94,290
943,968
135,1580
2417,875
2175,1468
2623,1706
1510,1796
766,808
239,1014
1657,2891
2137,883
463,2049
1615,-92
880,900
1740,1511
2534,1245
1035,2361
252,117
2960,952
2504,1103
912,88
1254,2060
1981,1227
795,2517
1463,563
197,1747
811,649
1629,2841
566,1582
1792,19
53,1185
965,1828
652,1577
1375,2026
1972,2791
1150,962
2921,2912
2205,2727
2304,2130
1836,1150
1209,1424
1229,991
554,1161
2954,1131
820,950
1481,2939
2172,793
2568,874
411,828
627,797
1692,736
1353,78
2625,1695
2719,1154
1358,935
423,1066
2435,1649
2469,208
1103,2823
2454,1082
2051,1727
808,915
791,935
1418,1499
2031,2713
1621,2813
417,2831
1988,907
2907,1355
2639,2096
1602,1824
193,875
1546,2727
534,1907
290,2476
2842,2844
257,2197
743,1728
747,757
2922,1240
222,1647
2705,2291
773,2234
600,2299
1205,2311
1753,2292
2470,1415
1111,2045
1676,627
2488,2557
50,1215
1377,936
2403,610
1801,234
1609,2763
556,1696
2223,681
2702,997
2757,1395
2556,940
1963,1110
1062,1976
1576,742
2046,1067
2453,2311
765,721
2933,1336
1638,599
2956,1092
480,1106
2929,2722
74,2854
333,598
52,567
248,885
2704,952
2928,402
174,2326
2418,2492
150,2822
499,1831
1581,2258
2595,70
1560,2455
8,497
255,2163
472,1906
2723,2016
2667,908
1504,2921
416,671
2371,1814
2363,2012
2758,2312
2409,2304
1411,2645
2699,2323
2261,3043
1519,1985
839,1050
1054,3790
1733,808
240,3291
757,878
68,1260
366,1249
1544,2440
185,814
2806,2841
843,2890
2212,743
966,2419
2611,697
857,2906
1799,86
2528,247
228,2185
1136,1010
332,2807
2592,126
