id,object_img
486,1131
813,1277
2980,1036
13,1131
2467,983
2526,1134
297,114
2981,1086
2055,2351
45,2528
1462,300
103,1335
1719,2291
180,2952
1300,2132
359,900
2936,1100
613,2193
2776,982
352,1530
1273,763
1374,1158
1790,2300
279,2945
1979,2968
2550,2441
2770,2963
656,656
2393,2809
2179,2099
1433,884
30,445
2940,793
2233,2740
2792,1509
1212,1286
1037,1069
1661,1024
2570,1354
1928,1030
1175,990
2405,2080
1290,803
2059,280
810,2973
2096,2125
786,1517
1058,1124
2724,1077
247,2300
1231,2122
2890,916
2253,2163
487,2523
1627,2955
1526,2200
1980,2964
999,1192
671,2952
2178,2467
1554,812
2113,847
678,2759
522,1336
1180,859
1033,1035
292,150
2180,2490
457,649
790,2424
946,1315
531,954
1386,2223
865,2068
238,856
2862,1957
2591,1949
2235,927
679,2122
1840,814
2666,1334
1689,725
2984,2244
2044,955
728,2955
870,777
1303,518
908,956
1747,903
2424,489
1652,2637
267,2373
1785,1233
730,2448
694,2200
2650,1206
425,1988
189,991
1221,1280
1408,2493
70,259
1270,2229
211,2462
2680,956
2882,2324
284,2263
81,2098
1966,2015
1360,701
2296,2367
1211,2093
1812,804
2649,1089
1707,2179
2111,1999
2285,1117
2173,2285
1555,2321
289,1899
2888,1364
1613,1002
913,2384
2032,966
421,2496
2502,2032
444,699
2951,939
1957,2802
2580,1466
176,181
1564,1671
1090,1252
686,2138
234,1409
1019,1341
2918,908
2967,1966
1126,640
204,2536
1989,2118
232,2754
846,2011
1557,1000
2440,1257
1848,2342
1160,2116
930,919
2677,1131
848,2741
2995,1339
77,181
1396,1444
2019,1104
612,2973
1357,1924
158,1153
1098,2813
1240,718
784,491
1718,2060
2562,202
2047,780
2452,1320
1588,452
153,1622
818,917
441,1191
599,1158
2658,2964
1351,2308
1905,1340
1903,1349
1883,2948
315,885
2722,1219
88,2802
2971,2961
446,412
2130,1107
1565,1209
768,2809
760,2522
1757,2473
2630,892
1498,522
2336,989
1089,2080
595,1994
1048,2540
273,2151
622,1051
509,1230
1371,327
2718,2000
2822,1222
1024,2173
195,2135
1489,2815
1643,1287
171,2253
323,2737
1587,1097
142,265
512,1499
169,1053
1591,1137
1570,1081
2406,718
2290,1167
2093,846
1656,2122
1937,1183
2892,2314
2352,2013
2348,928
1101,2013
602,2451
1114,1083
1074,2292
1503,962
2190,2802
1534,958
109,759
1869,2014
60,2553
481,847
2893,964
465,2332
140,2510
2276,2150
933,1140
1193,2951
2872,2357
2349,2090
1850,2147
1815,2177
573,1987
2065,936
354,1139
2530,963
696,2143
2669,1021
1962,2299
2422,1669
94,283
943,927
135,1036
2417,688
2175,2120
2623,2005
1510,2242
766,957
239,741
1657,2802
2137,988
463,2017
1615,1353
880,1301
1740,1191
2534,1360
1035,2442
252,1644
2960,985
2504,1179
912,357
1254,2358
1981,1722
795,2149
1463,964
197,1481
811,1019
1629,2463
566,2254
1792,180
53,1142
965,2153
652,1191
1375,2065
